Person.id|Comment.id|creationDate
2199023256077|1030792151057|1342815861582
2199023256077|1030792151060|1342859824052
10995116278291|1030792151060|1343166372715
24189255811254|1030792151060|1343068746139
2199023256437|206158430631|1283454170362
8796093022467|481036337631|1302841869508
4398046512201|618475291131|1311233082251
19791209300608|549755814421|1313000347150
19791209300787|549755814421|1316902747343
19791209301454|549755814421|1311935679270
24189255812580|549755814421|1322387015994
26388279066664|549755814421|1328731510836
26388279067534|549755814421|1326866523324
26388279067066|962072675848|1340591755499
10995116279452|1030792152613|1344191962017
13194139534853|1030792152613|1344178118036
15393162789417|1030792152613|1344339539221
17592186044425|1030792152613|1344577622825
17592186044519|1030792152613|1344257288394
17592186045165|1030792152613|1344267798855
17592186045408|1030792152613|1344168609779
17592186045551|1030792152613|1344213015273
17592186045604|1030792152613|1344163727185
21990232556252|1030792152613|1344251547150
24189255812446|1030792152613|1344436445066
24189255812669|1030792152613|1344181630019
13194139533344|1030792152634|1344293413649
15393162789093|1030792152634|1344190838985
15393162789174|1030792152634|1344153535676
15393162790014|1030792152634|1344628405899
17592186044897|1030792152634|1344521342182
17592186045382|1030792152634|1344254237912
17592186046110|1030792152634|1344388934351
21990232556410|1030792152634|1344321743746
24189255812426|1030792152634|1344647884077
21990232556410|1030792152642|1344448628727
609|1030792152653|1344315904961
998|1030792152653|1344201391071
1269|1030792152653|1344363819701
2199023256744|1030792152653|1344137455332
13194139533344|1030792152653|1344369233637
15393162789093|1030792152653|1344188356902
15393162789174|1030792152653|1344235335614
15393162790014|1030792152653|1344309391594
17592186044897|1030792152653|1344176824467
17592186045382|1030792152653|1344193677757
17592186046110|1030792152653|1344188322596
21990232556410|1030792152653|1344160999560
24189255812426|1030792152653|1344131919692
24189255812580|1030792152653|1344276106972
24189255812733|1030792152653|1344309494825
32985348834375|1030792152653|1344204603109
15393162790014|1030792152660|1344216980562
998|1030792152662|1344209089413
609|1030792152676|1344567209561
998|1030792152676|1344413759195
1269|1030792152676|1344345546937
2199023256744|1030792152676|1344168159872
13194139533344|1030792152676|1344384961888
15393162789093|1030792152676|1344253813736
15393162789174|1030792152676|1344181645267
15393162790014|1030792152676|1344411809506
17592186044897|1030792152676|1344647286465
17592186045382|1030792152676|1344262669002
17592186046110|1030792152676|1344667667932
21990232556410|1030792152676|1344478454988
24189255812426|1030792152676|1344435652598
24189255812580|1030792152676|1344489866564
24189255812733|1030792152676|1344265987345
32985348834375|1030792152676|1344216877350
976|412316862204|1298468109798
1269|412316862204|1298875473410
6597069767242|412316862204|1298557975263
10995116278234|412316862204|1298830499395
10995116278353|412316862204|1298389744071
13194139533535|412316862204|1298544287394
13194139533653|412316862204|1298683161476
15393162789604|412316862204|1304210752193
17592186044551|412316862204|1308516936963
17592186045074|412316862204|1308415074373
17592186045865|412316862204|1307347989119
19791209300771|412316862204|1313757901373
21990232555611|412316862204|1321182968805
21990232556528|412316862204|1319176234546
21990232556650|412316862204|1321230631048
30786325578932|412316862204|1340156031015
30786325579247|412316862204|1339446856409
32985348833378|412316862204|1346837187558
32985348833438|412316862204|1343412084205
976|618475292469|1311845926161
1269|618475292469|1312014735122
6597069767242|618475292469|1312156047650
10995116278234|618475292469|1312130826066
10995116278353|618475292469|1311998358497
13194139533535|618475292469|1311897602140
13194139533653|618475292469|1311786736535
15393162789604|618475292469|1311973162883
17592186044551|618475292469|1311925334910
17592186045074|618475292469|1311994607093
17592186045865|618475292469|1311772470851
19791209300771|618475292469|1314095677816
21990232555611|618475292469|1321211747334
21990232556528|618475292469|1318980425856
21990232556650|618475292469|1321275829984
30786325578932|618475292469|1340389522907
30786325579247|618475292469|1339291728945
32985348833378|618475292469|1346967967213
32985348833438|618475292469|1343462997072
976|549755815755|1308536396189
1269|549755815755|1308559140631
6597069767242|549755815755|1308950545971
10995116278234|549755815755|1308751388270
10995116278353|549755815755|1308593484127
13194139533535|549755815755|1308573929463
13194139533653|549755815755|1308693748399
15393162789604|549755815755|1308551704337
17592186044551|549755815755|1308581563288
17592186045074|549755815755|1308630192980
17592186045865|549755815755|1308606765330
19791209300771|549755815755|1314094943951
21990232555611|549755815755|1321349118496
21990232556528|549755815755|1318995840575
21990232556650|549755815755|1321481606677
30786325578932|549755815755|1339985863550
30786325579247|549755815755|1339570947784
32985348833378|549755815755|1346877978034
32985348833438|549755815755|1343583113097
32985348833378|618475292522|1346808385787
976|274877908929|1286407042054
1269|274877908929|1286286657482
6597069767242|274877908929|1286522673354
10995116278234|274877908929|1291776064244
10995116278353|274877908929|1292869453539
13194139533535|274877908929|1296908118972
13194139533653|274877908929|1297143417632
15393162789604|274877908929|1304035772980
17592186044551|274877908929|1308322058901
17592186045074|274877908929|1308517327449
17592186045865|274877908929|1307343601373
19791209300771|274877908929|1313963917176
21990232555611|274877908929|1321188611504
21990232556528|274877908929|1318999786603
21990232556650|274877908929|1321219026013
30786325578932|274877908929|1340219279026
30786325579247|274877908929|1339517884967
32985348833378|274877908929|1346765380861
32985348833438|274877908929|1343443787081
13194139533653|68719478733|1297032606897
976|68719478756|1273361572870
2199023256668|343597385772|1290147060734
6597069768211|343597385772|1289845400831
8796093023017|343597385772|1289710208800
8796093023851|343597385772|1290142583025
15393162789093|343597385772|1305052844405
21990232555524|343597385772|1318556386915
30786325578056|343597385772|1341182273516
32985348833548|343597385772|1346007752274
32985348833995|343597385772|1346176500533
8796093023851|481036339257|1301091801166
32985348833995|755914246215|1346453470564
1131|481036339359|1301716938764
4398046512267|481036339360|1301677193919
6597069766846|481036339360|1301418932148
6597069766850|481036339360|1301820089943
6597069767067|481036339360|1301490787315
6597069767242|481036339360|1301430297443
6597069767572|481036339360|1301758068610
8796093023133|481036339360|1301425037779
8796093023897|481036339360|1301545618774
13194139534578|481036339360|1301549215136
13194139534853|481036339360|1301833922243
13194139534982|481036339360|1301587563779
15393162789787|481036339360|1304433924525
17592186045168|481036339360|1308459503408
19791209301454|824633723112|1326925712292
1131|549755816188|1307622345906
1050|343597386133|1291377728123
17592186045551|343597386141|1308854509128
19791209301454|343597386141|1313167153046
19791209301471|343597386141|1315390238836
8796093023897|343597386165|1291398414944
15393162789787|343597386174|1304566816859
17592186045168|343597386174|1308695838068
17592186045408|343597386174|1307891119705
17592186045551|343597386174|1308899257985
19791209301454|343597386174|1313507760235
19791209301471|343597386174|1315406171398
19791209301519|343597386174|1311821364934
19791209301554|343597386174|1313214174167
21990232555850|343597386174|1316989754065
21990232556497|343597386174|1317841733438
24189255811116|343597386174|1326182492243
24189255812295|343597386174|1325185235849
26388279067047|343597386174|1329200519772
26388279068113|343597386174|1331332095653
28587302322548|343597386174|1337749331616
28587302323193|343597386174|1336831650578
28587302323441|343597386174|1332303010063
28587302323855|343597386174|1335991228359
30786325578056|343597386174|1341514842586
30786325578932|343597386174|1339165753337
32985348833548|343597386174|1344386684148
32985348833673|343597386174|1342050954872
17592186044862|687194769971|1318774922644
318|687194769978|1319090754666
2199023255981|687194769978|1318755308370
2199023256077|687194769978|1318786085765
2199023256086|687194769978|1318784352301
2199023256530|687194769978|1318763900927
2199023257239|687194769978|1318813467367
6597069766733|687194769978|1318767927150
8796093023907|687194769978|1318837192323
10995116278353|687194769978|1318810148201
17592186044862|687194769978|1318806297644
21990232556771|687194769978|1321227617408
26388279067426|687194769978|1331778839798
26388279067669|687194769978|1329207423789
30786325578932|687194769978|1340525328589
30786325579091|687194769978|1338927264809
32985348834375|687194769978|1345059594269
32985348834682|687194769978|1343746188673
30786325579091|687194769996|1339082746534
318|687194770018|1319273844765
2199023255981|687194770018|1318960741561
2199023256077|687194770018|1319090772109
2199023256086|687194770018|1318835464092
2199023256530|687194770018|1318900862074
2199023257239|687194770018|1319205926795
6597069766733|687194770018|1318867284741
8796093023907|687194770018|1319005181260
10995116278353|687194770018|1318986499715
17592186044862|687194770018|1318852634365
21990232556771|687194770018|1321139717683
26388279067426|687194770018|1331689393451
26388279067669|687194770018|1329186702757
30786325578932|687194770018|1340120742160
30786325579091|687194770018|1339121059327
32985348834375|687194770018|1344948268429
32985348834682|687194770018|1343720330987
30786325579091|687194770064|1339398169630
318|687194770065|1318906148060
2199023255981|687194770065|1319151097261
2199023256077|687194770065|1318891150386
2199023256086|687194770065|1319446010179
2199023256530|687194770065|1318994744233
2199023257239|687194770065|1318874036308
6597069766733|687194770065|1319027059678
8796093023907|687194770065|1319053479411
10995116278353|687194770065|1318980709623
17592186044862|687194770065|1318928581989
21990232556771|687194770065|1321248973707
26388279067426|687194770065|1331636700926
26388279067669|687194770065|1329105074960
30786325578932|687194770065|1340278628822
30786325579091|687194770065|1339275407188
32985348834375|687194770065|1345208314766
32985348834682|687194770065|1343763352032
2199023256300|962072677290|1340986894456
4398046511596|962072677290|1340996310829
6597069768236|962072677290|1340988512221
13194139533505|962072677290|1341386783033
13194139533535|962072677290|1340984029417
17592186045864|962072677290|1341008516774
21990232557079|962072677290|1341182194882
24189255811277|962072677290|1340985494261
24189255811566|962072677290|1341176119748
26388279067708|962072677290|1341092552670
26388279067734|962072677290|1341173951626
26388279067952|962072677290|1341178584149
26388279068081|962072677290|1341235555921
15393162789932|1099511630967|1347449665448
15393162790347|1099511630967|1347494468404
15393162790474|1099511630967|1347477950788
17592186044994|1099511630967|1347504984524
344|893353200776|1335799550933
378|893353200776|1335839719245
609|893353200776|1335823993904
987|893353200776|1335621577052
1103|893353200776|1336019811011
1219|893353200776|1335678448785
2199023255898|893353200776|1335852069923
2199023256277|893353200776|1335890405187
2199023256363|893353200776|1335655673607
2199023256744|893353200776|1335726879139
2199023257206|893353200776|1335824444044
4398046511241|893353200776|1335871109202
4398046511684|893353200776|1335621512502
4398046512201|893353200776|1335741326491
6597069767457|893353200776|1335852790923
6597069767470|893353200776|1335726624233
6597069767708|893353200776|1336055232111
6597069767868|893353200776|1335628462411
8796093022412|893353200776|1335730471997
8796093022764|893353200776|1335972014942
8796093023143|893353200776|1335646631591
8796093023577|893353200776|1335764925831
13194139533574|893353200776|1335621941809
15393162789111|893353200776|1335890806784
15393162789189|893353200776|1335823111852
15393162789219|893353200776|1335644192749
15393162789655|893353200776|1335667891330
15393162789850|893353200776|1335688814043
15393162789932|893353200776|1335650932858
15393162789951|893353200776|1335688910833
15393162790347|893353200776|1335873272814
15393162790474|893353200776|1335894762185
17592186044994|893353200776|1335662323687
17592186045261|893353200776|1335731739072
17592186045382|893353200776|1335627227797
19791209300402|893353200776|1335906795357
19791209300507|893353200776|1335861727019
19791209300831|893353200776|1335812346390
19791209301168|893353200776|1335679822509
19791209301454|893353200776|1335967422067
19791209301463|893353200776|1335639777190
21990232555524|893353200776|1335779310177
