Person.id|Post.id|creationDate
2199023256077|481036337193|1315875830756
24189255811254|755914244149|1333632905915
24189255811254|755914244152|1333700482711
2199023256077|481036337268|1301760852039
24189255811254|481036337268|1327126501541
24189255811254|481036337280|1327283671238
10995116278291|343597383821|1322643691847
10995116278291|343597383824|1323083464087
10995116278291|137438953630|1307372140885
2199023256077|206158430383|1293577361026
2199023256077|206158430395|1293872613708
10995116278291|206158430395|1302554106789
24189255811254|206158430395|1338585285055
10995116278291|481036337347|1312331996535
24189255811254|481036337347|1336503223282
2199023256077|687194767581|1333047846332
10995116278291|687194767581|1326081928164
2199023256077|687194767598|1325198535170
10995116278291|687194767598|1327103813558
24189255811254|687194767598|1333028209293
10995116278291|687194767599|1327048203012
2199023256077|687194767607|1325415458079
10995116278291|687194767607|1326803470539
24189255811254|687194767607|1332920926488
2199023256077|687194767608|1325121352822
10995116278291|687194767608|1327248089035
24189255811254|687194767608|1333098473065
10995116278291|206158430487|1320210190031
2199023256077|206158430488|1326682745529
10995116278291|206158430488|1319937758217
24189255811254|206158430488|1341086103136
2199023256077|755914244428|1327070196948
10995116278291|755914244428|1339756562096
24189255811254|755914244428|1340635800709
24189255811254|343597384018|1345816859709
24189255811254|343597384024|1345633811440
10995116278291|824633721185|1347444232455
24189255811254|824633721185|1331539742252
24189255811254|962072674668|1346562912871
24189255811254|962072674677|1346798510019
24189255811254|962072674680|1346565090958
2199023257206|274877907457|1288856010306
4398046512201|274877907457|1288921248889
6597069768211|274877907457|1288830513031
8796093022467|274877907457|1288944923000
19791209300326|274877907457|1312840904144
19791209300608|274877907457|1313057762623
19791209300787|274877907457|1316929388914
19791209301454|274877907457|1312158405503
24189255812580|274877907457|1322622502248
26388279066664|274877907457|1328862615900
26388279067534|274877907457|1326701288180
32985348833653|274877907457|1345174692383
17592186045693|274877907529|1343660462836
26388279067534|274877907542|1338510377526
1274|481036337752|1336640255313
1490|481036337752|1306037848759
15393162789274|481036337752|1309848259395
17592186044425|481036337752|1342513548254
17592186045693|481036337752|1343105559502
26388279067534|481036337752|1329262087573
15393162789274|412316861035|1326033109340
1274|412316861046|1307131756427
1490|412316861046|1324403466946
15393162789274|412316861046|1326018405472
15393162790400|412316861046|1314921451009
17592186044425|412316861046|1322984643250
17592186045693|412316861046|1339762638623
17592186044425|755914244750|1342776784081
26388279067534|755914244750|1339623192785
1274|274877907616|1336610761202
1490|274877907616|1326730401110
2199023256437|274877907616|1309489363890
15393162789274|274877907616|1324180590710
15393162790400|274877907616|1346027571601
28587302322537|274877907616|1336851229136
15393162790400|274877907628|1346080549501
2199023256437|274877907648|1294791828200
17592186044425|962072675032|1343318422937
15393162789274|962072675036|1342560987963
17592186044425|962072675036|1341544449530
15393162789274|962072675052|1342340916128
17592186044425|962072675052|1341664378267
15393162789274|962072675053|1342279782162
17592186044425|962072675053|1341823348728
1490|549755814644|1312187718800
2199023256437|549755814644|1317026210782
26388279067534|549755814644|1345626504592
1490|343597384457|1299154051391
2199023256437|343597384457|1299808553362
15393162789274|343597384457|1328912599874
15393162790400|343597384457|1316223867842
17592186045693|343597384457|1327809656148
26388279067534|343597384457|1334434723715
28587302322537|343597384457|1343090595515
1490|618475291414|1310656242040
2199023256437|618475291414|1339215999553
15393162790400|618475291414|1314757027113
1274|274877907757|1316383894112
1490|274877907757|1332751134183
2199023256437|274877907757|1303194021341
17592186044425|274877907757|1324985256412
17592186045693|274877907757|1322087017865
26388279067534|274877907757|1347406274333
1490|755914244919|1327587401638
15393162790400|755914244919|1337471797365
17592186044425|755914244919|1345368743025
17592186044425|343597384525|1317237403392
2199023256437|274877907859|1294946579431
19791209300852|1030792151992|1347461219482
19791209300852|412316861386|1343662838242
19791209300852|962072675275|1341117203675
19791209300852|962072675423|1345156537779
19791209300852|962072675440|1345097633320
19791209300852|343597384835|1326568109365
459|893353198754|1343945684885
24189255811566|618475291820|1342072212907
21990232556528|618475291822|1337282618959
4398046512267|618475291829|1345050585430
459|824633722048|1347388924792
4398046511596|824633722048|1341050215763
19791209301252|824633722048|1339499770942
4398046511667|962072675522|1342071350518
4398046511667|962072675531|1342087164424
4398046511596|755914245341|1337974245101
19791209301252|755914245341|1333279074065
21990232556528|755914245341|1335406559093
4398046511596|824633722106|1342451469626
4398046512267|755914245384|1334992287095
21990232556528|755914245384|1340895845235
459|618475291924|1317360333126
459|618475291926|1317272447157
4398046511667|962072675621|1346289131725
4398046511667|962072675625|1346669328296
4398046512267|962072675625|1345817628054
24189255811566|962072675625|1338449263628
459|755914245424|1342510093005
459|755914245429|1342541122895
4398046511596|755914245429|1326873804914
459|755914245430|1342608245555
4398046511596|755914245430|1326865142490
4398046512267|755914245430|1341082821200
21990232556528|755914245430|1321553337762
4398046511596|687194768715|1347033559864
4398046511667|687194768716|1322682482255
987|824633722206|1336028729781
15393162789093|824633722206|1332250505362
26388279067669|824633722206|1334268123016
987|962072675729|1343543715754
987|755914245530|1331780039117
8796093023000|962072675863|1340353615189
998|755914245751|1343958743594
609|962072675985|1342792127316
1269|962072675985|1339406774311
15393162789093|962072675985|1345796629447
15393162790014|962072675985|1342470145051
17592186044897|962072675985|1346418614479
17592186045382|962072675985|1342635371734
24189255812426|962072675985|1339653035068
24189255812580|962072675985|1347384188440
15393162789174|824633722514|1343525288759
15393162789093|962072675997|1338382738936
15393162789174|962072675997|1340256096943
17592186045382|962072675997|1342593806293
24189255812426|962072675997|1338464411481
24189255812733|962072676058|1341538040566
1269|962072676060|1344525405316
6597069767242|549755815750|1308820619231
976|412316862297|1294875910348
1269|412316862297|1294929850690
6597069767242|412316862297|1294931021050
10995116278234|412316862297|1294936693272
10995116278353|412316862297|1294945554070
13194139533535|412316862297|1296945656878
13194139533653|412316862297|1296875127699
15393162789604|412316862297|1303992854815
17592186044551|412316862297|1308362159453
17592186045074|412316862297|1308526688131
17592186045865|412316862297|1307339333573
19791209300771|412316862297|1313733070901
21990232555611|412316862297|1321150204861
21990232556528|412316862297|1319152739731
21990232556650|412316862297|1321194377622
30786325578932|412316862297|1340269279843
30786325579247|412316862297|1339762477955
32985348833378|412316862297|1346707969917
32985348833438|412316862297|1343351791478
976|618475292520|1311297411351
1269|618475292520|1311335538515
6597069767242|618475292520|1311467546522
10995116278234|618475292520|1311497855058
10995116278353|618475292520|1311266694575
13194139533535|618475292520|1311582529745
13194139533653|618475292520|1311379903940
15393162789604|618475292520|1311580090276
17592186044551|618475292520|1311351573349
17592186045074|618475292520|1311572745531
17592186045865|618475292520|1311204418931
19791209300771|618475292520|1313710944039
21990232555611|618475292520|1321134140475
21990232556528|618475292520|1318971157838
21990232556650|618475292520|1321277404698
30786325578932|618475292520|1340124578050
30786325579247|618475292520|1339581899057
32985348833378|618475292520|1346913654954
32985348833438|618475292520|1343630579948
976|687194769281|1316743543014
32985348833378|481036339111|1347002138650
30786325579247|1030792153017|1343634479198
15393162789093|412316862470|1305516538880
15393162789787|481036339350|1304493407193
290|618475292843|1311928364011
1050|618475292843|1312257851928
1131|618475292843|1311835305627
1160|618475292843|1312025727212
2199023256744|618475292843|1312112185856
4398046512267|618475292843|1312111889116
6597069766846|618475292843|1311872213601
6597069766850|618475292843|1311897588650
6597069767067|618475292843|1312004157288
6597069767242|618475292843|1311963110754
6597069767572|618475292843|1311834431625
8796093023133|618475292843|1312297374435
8796093023897|618475292843|1311904868895
13194139534578|618475292843|1312140193807
13194139534853|618475292843|1312153976729
13194139534982|618475292843|1311901226777
15393162789787|618475292843|1312135548723
17592186045168|618475292843|1311915024455
17592186045408|618475292843|1312267313817
17592186045551|618475292843|1311826777629
19791209301454|618475292843|1313529800456
19791209301471|618475292843|1315567079870
19791209301519|618475292843|1311881390343
19791209301554|618475292843|1313164137623
21990232555850|618475292843|1317146649395
21990232556497|618475292843|1317682693955
24189255811116|618475292843|1326053296656
24189255812295|618475292843|1325332237911
26388279067047|618475292843|1329234071368
26388279068113|618475292843|1331116601814
28587302322548|618475292843|1337617095562
28587302323193|618475292843|1336751853495
28587302323441|618475292843|1332647279220
28587302323855|618475292843|1336040156604
30786325578056|618475292843|1341214589894
30786325578932|618475292843|1339238603743
32985348833548|618475292843|1344631448800
32985348833673|618475292843|1342026920769
6597069767067|618475292889|1313531269873
1131|274877909312|1284649604335
21990232556497|343597386164|1317964946610
24189255811116|343597386164|1325960042635
24189255812295|343597386164|1324875470873
318|962072676840|1341764869324
2199023255981|962072676840|1341709852647
2199023255981|755914246810|1336147242362
2199023256077|755914246810|1322611976370
2199023256530|755914246810|1325558778179
2199023257239|755914246810|1346121369555
10995116278353|755914246810|1332447793153
17592186044862|755914246810|1334771782884
30786325578932|755914246810|1344443397249
30786325579091|755914246810|1344868233209
