Person.id|Comment.id|creationDate
4398046511257|274877907318|2010-09-17T05:14:53.412+0000
26388279067534|1030792151448|2012-08-14T04:14:21.406+0000
150|1030792151455|2012-08-11T04:39:28.580+0000
13194139533344|1030792151455|2012-08-12T04:08:03.227+0000
13194139533574|1030792151455|2012-08-10T07:36:14.309+0000
19791209300852|1030792151455|2012-08-10T17:02:15.536+0000
26388279067534|1030792151455|2012-08-15T15:20:26.108+0000
13194139534154|137438954195|2011-02-10T10:00:44.324+0000
250|137438954244|2010-06-16T08:10:57.572+0000
609|137438954244|2010-06-20T05:10:57.082+0000
8796093022369|137438954244|2010-10-06T11:54:31.998+0000
10995116278184|137438954244|2011-01-01T08:19:38.140+0000
13194139533535|137438954244|2011-01-24T06:50:25.814+0000
13194139533584|137438954244|2011-03-05T02:15:23.365+0000
13194139533653|137438954244|2011-02-14T14:05:33.563+0000
13194139534142|137438954244|2011-02-11T17:58:54.435+0000
13194139534154|137438954244|2011-02-11T07:48:33.085+0000
17592186045074|137438954244|2011-07-09T17:25:19.875+0000
19791209300771|137438954244|2011-08-23T10:34:28.063+0000
21990232556166|137438954244|2011-10-22T03:40:12.895+0000
26388279067378|137438954244|2012-02-23T23:13:32.142+0000
26388279067551|137438954244|2012-02-17T15:39:45.074+0000
28587302322974|137438954244|2012-05-09T16:35:59.379+0000
28587302323035|137438954244|2012-04-25T07:48:03.537+0000
32985348833378|137438954244|2012-08-30T09:21:14.388+0000
32985348833548|137438954244|2012-07-28T02:49:26.155+0000
250|137438954275|2010-06-20T23:09:17.862+0000
609|137438954275|2010-06-17T21:49:42.339+0000
8796093022369|137438954275|2010-10-10T20:16:58.593+0000
10995116278184|137438954275|2011-01-02T10:50:15.313+0000
13194139533535|137438954275|2011-01-22T08:19:44.789+0000
13194139533584|137438954275|2011-03-04T00:39:27.126+0000
13194139533653|137438954275|2011-02-17T10:55:42.516+0000
13194139534142|137438954275|2011-02-11T05:25:38.902+0000
13194139534154|137438954275|2011-02-08T15:16:15.922+0000
17592186045074|137438954275|2011-07-11T07:16:23.770+0000
19791209300771|137438954275|2011-08-25T13:10:07.016+0000
21990232556166|137438954275|2011-10-23T12:00:47.268+0000
26388279067378|137438954275|2012-02-20T09:28:49.251+0000
26388279067551|137438954275|2012-02-22T02:40:36.973+0000
28587302322974|137438954275|2012-05-08T08:33:39.699+0000
28587302323035|137438954275|2012-04-25T11:19:51.248+0000
32985348833378|137438954275|2012-08-30T09:15:22.895+0000
32985348833548|137438954275|2012-07-29T23:47:00.898+0000
609|687194768175|2011-10-19T22:44:22.866+0000
8796093023133|1030792152302|2012-07-19T20:01:41.535+0000
4398046511395|687194768783|2011-10-12T03:08:22.474+0000
15393162788866|687194768815|2011-09-25T00:18:52.463+0000
17592186045408|687194768815|2011-09-25T10:36:46.474+0000
21990232555692|687194768815|2011-10-21T09:40:34.581+0000
21990232555850|687194768815|2011-10-10T12:06:51.053+0000
21990232556497|687194768815|2011-10-10T15:27:58.420+0000
26388279066885|687194768815|2012-03-12T05:33:55.843+0000
26388279067047|687194768815|2012-02-15T15:19:27.872+0000
26388279067108|687194768815|2012-02-12T19:57:19.313+0000
26388279067534|687194768815|2012-01-25T04:09:33.313+0000
30786325578525|687194768815|2012-06-02T19:02:31.741+0000
30786325578585|687194768815|2012-07-06T22:55:25.616+0000
32985348833314|687194768815|2012-08-19T18:37:47.615+0000
32985348833533|687194768815|2012-07-25T17:20:38.279+0000
32985348833579|687194768815|2012-09-07T13:42:49.085+0000
32985348833890|687194768815|2012-09-09T11:20:18.962+0000
4398046511395|687194768831|2011-10-17T09:45:40.243+0000
290|687194768872|2011-10-15T05:50:17.190+0000
143|343597385197|2010-11-23T16:26:47.291+0000
290|343597385197|2010-11-27T13:36:59.522+0000
407|343597385197|2010-11-22T21:28:05.619+0000
941|343597385197|2010-11-23T22:16:03.355+0000
2199023255981|343597385197|2010-11-26T09:27:24.771+0000
4398046511395|343597385197|2010-11-22T19:05:44.281+0000
4398046511884|343597385197|2010-11-22T17:10:46.174+0000
6597069766850|343597385197|2010-11-23T12:40:50.933+0000
6597069767184|343597385197|2010-11-25T16:50:42.728+0000
6597069767572|343597385197|2010-11-22T21:00:21.029+0000
8796093023133|343597385197|2010-11-25T11:57:39.569+0000
10995116277995|343597385197|2010-11-29T23:53:02.883+0000
13194139533588|343597385197|2011-02-17T23:01:48.102+0000
15393162788866|343597385197|2011-05-02T08:33:39.222+0000
17592186045408|343597385197|2011-06-16T14:22:16.957+0000
21990232555692|343597385197|2011-10-18T23:30:00.584+0000
21990232555850|343597385197|2011-10-10T09:17:41.933+0000
21990232556497|343597385197|2011-10-08T07:25:44.939+0000
26388279066885|343597385197|2012-03-11T14:27:47.741+0000
26388279067047|343597385197|2012-02-11T16:17:38.990+0000
26388279067108|343597385197|2012-02-14T22:01:23.598+0000
26388279067534|343597385197|2012-01-24T03:49:55.557+0000
30786325578525|343597385197|2012-06-05T03:45:01.991+0000
30786325578585|343597385197|2012-07-06T19:42:17.156+0000
32985348833314|343597385197|2012-08-20T17:31:47.495+0000
32985348833533|343597385197|2012-07-27T07:08:48.420+0000
32985348833579|343597385197|2012-09-06T18:22:39.518+0000
32985348833890|343597385197|2012-09-07T18:13:56.849+0000
30786325578525|343597385220|2012-06-02T13:38:35.175+0000
6597069767572|687194768926|2011-10-16T11:52:44.611+0000
26388279067108|687194768947|2012-02-11T21:47:13.501+0000
6597069767184|687194768968|2011-10-15T15:38:37.177+0000
143|343597385301|2010-11-25T10:40:00.861+0000
290|343597385301|2010-11-27T07:42:00.033+0000
407|343597385301|2010-11-25T17:15:13.073+0000
941|343597385301|2010-11-27T09:38:29.362+0000
2199023255981|343597385301|2010-11-29T13:50:07.537+0000
