Forum.id|Person.id
0|933
1030792151041|933
412316860418|933
962072674307|933
343597383684|933
962072674309|933
481036337159|933
618475290632|933
481036337161|933
962072674314|933
481036337163|933
893353197580|933
206158430221|933
343597383694|933
481036337167|933
549755813904|933
687194767377|933
343597383699|933
481036337172|933
824633720853|933
618475290646|933
68719476759|933
206158430232|933
343597383705|933
137438953498|933
549755813915|933
824633720860|933
893353197597|933
481036337182|933
755914244127|933
1030792151072|933
893353197601|933
618475290658|933
1030792151075|933
206158430244|6597069767117
343597383717|10995116278700
687194767398|21990232556027
824633720871|26388279066636
962072674344|26388279066636
962072674345|26388279066636
962072674346|26388279066636
893353197611|26388279066636
962072674350|26388279066636
893353197616|26388279066636
893353197618|28587302322727
893353197619|28587302322727
1030792151093|28587302322727
1030792151095|28587302322727
962072674361|28587302322727
68719476803|2199023256181
137438953540|4398046511870
206158430277|4398046511870
412316860486|4398046511870
1030792151111|4398046511870
343597383752|4398046511870
962072674378|4398046511870
755914244171|4398046511870
137438953548|4398046511870
549755813965|4398046511870
206158430287|4398046511870
687194767440|4398046511870
824633720913|4398046511870
893353197650|4398046511870
962072674387|4398046511870
1030792151124|4398046511870
481036337237|4398046511870
206158430294|4398046511870
274877907031|4398046511870
549755813976|4398046511870
206158430297|4398046511870
755914244186|4398046511870
274877907035|4398046511870
893353197660|4398046511870
137438953565|4398046511870
206158430302|4398046511870
824633720927|4398046511870
1030792151136|4398046511870
206158430305|4398046511870
893353197666|4398046511870
618475290723|4398046511870
962072674404|4398046511870
206158430309|6597069766983
274877907046|8796093023060
618475290727|19791209300372
824633720936|26388279067350
893353197673|28587302322873
274877907050|8796093023143
412316860523|13194139533850
549755813996|17592186044504
549755813997|17592186044810
618475290734|19791209300058
962072674415|19791209300058
893353197680|19791209300058
893353197681|19791209300058
962072674419|19791209300058
962072674420|19791209300058
1030792151157|19791209300058
962072674422|19791209300058
962072674423|19791209300058
893353197688|19791209300058
1030792151164|19791209300058
1030792151166|19791209300058
893353197695|28587302322741
1030792151168|32985348833558
1030792151169|32985348833558
1030792151171|32985348833558
206158430342|6597069766961
274877907079|8796093022367
962072674440|8796093022367
687194767497|8796093022367
343597383818|8796093022367
481036337291|8796093022367
893353197708|8796093022367
893353197709|8796093022367
824633720974|8796093022367
343597383823|8796093022367
1030792151184|8796093022367
824633720977|8796093022367
687194767506|8796093022367
755914244243|8796093022367
412316860564|8796093022367
274877907093|8796093022367
962072674454|8796093022367
962072674455|8796093022367
549755814040|8796093022367
549755814042|8796093022367
618475290779|8796093022367
412316860573|8796093022367
893353197726|8796093022367
824633720991|8796093022367
893353197728|8796093022367
962072674465|8796093022367
274877907108|8796093022641
481036337317|8796093022641
893353197734|8796093022641
893353197735|8796093022641
755914244264|8796093022641
962072674473|8796093022641
343597383850|8796093022641
755914244267|8796093022641
755914244268|8796093022641
687194767535|8796093022641
343597383857|8796093022641
1030792151218|8796093022641
824633721011|8796093022641
962072674484|8796093022641
687194767541|8796093022641
824633721014|8796093022641
343597383863|8796093022641
755914244280|8796093022641
1099511627961|8796093022641
1030792151226|8796093022641
687194767547|8796093022641
1030792151229|8796093022641
618475290814|8796093022641
549755814079|8796093022641
274877907136|8796093022764
274877907137|8796093023138
412316860610|8796093023138
481036337347|8796093023138
687194767556|8796093023138
549755814085|8796093023138
618475290823|8796093023138
755914244296|8796093023138
481036337353|8796093023138
274877907146|8796093023138
687194767563|8796093023138
549755814092|8796093023138
755914244301|8796093023138
274877907150|8796093023138
1030792151247|8796093023138
755914244304|8796093023138
962072674513|8796093023138
824633721042|8796093023138
549755814099|8796093023138
824633721044|8796093023138
274877907157|8796093023138
343597383894|8796093023138
1030792151255|8796093023138
824633721048|8796093023138
412316860633|8796093023138
481036337370|8796093023138
893353197787|8796093023138
962072674524|8796093023138
343597383901|8796093023138
481036337375|15393162789410
687194767584|21990232555940
755914244321|24189255811398
893353197794|24189255811398
962072674531|24189255811398
1030792151270|24189255811398
824633721063|24189255811398
962072674536|24189255811398
1030792151273|24189255811398
824633721067|24189255811398
1030792151276|24189255811398
893353197806|28587302322686
962072674544|28587302322686
962072674545|28587302322686
962072674546|28587302322686
962072674547|28587302322686
962072674548|28587302322686
1030792151286|28587302322686
1030792151287|32985348833849
137438953726|4398046511463
206158430463|6597069766695
206158430464|6597069767625
274877907201|8796093022467
412316860674|13194139533332
412316860675|13194139533589
1030792151300|13194139533589
481036337413|13194139533589
549755814150|13194139533589
481036337415|13194139533589
549755814153|13194139533589
893353197834|13194139533589
412316860683|13194139533589
1030792151309|13194139533589
481036337423|13194139533589
687194767632|13194139533589
755914244370|13194139533589
755914244373|13194139533589
824633721110|13194139533589
962072674584|13194139533589
893353197849|13194139533589
481036337434|13194139533589
481036337435|15393162789707
824633721116|15393162789707
755914244381|15393162789707
549755814174|15393162789707
893353197855|15393162789707
755914244385|15393162789707
618475290914|15393162789707
893353197859|15393162789707
1030792151332|15393162789707
1030792151333|15393162789707
618475290918|15393162789707
687194767655|15393162789707
481036337448|15393162789707
893353197865|15393162789707
687194767659|15393162789707
893353197868|15393162789707
618475290926|15393162789707
549755814192|15393162789707
755914244401|24189255811694
893353197874|24189255811694
893353197877|24189255811694
1030792151351|24189255811694
1030792151352|24189255811694
1030792151354|24189255811694
1030792151355|24189255811694
1030792151357|24189255811694
962072674622|30786325577812
1030792151361|30786325577812
1030792151362|30786325577812
1099511628099|30786325577812
962072674629|30786325577960
1030792151366|30786325577960
1030792151370|30786325577960
1030792151371|30786325577960
1030792151372|30786325577960
1030792151373|32985348834262
1030792151377|32985348834262
339|65
343597384020|65
549755814229|65
137438953814|65
68719477079|65
824633721178|65
824633721179|65
962072674652|65
549755814237|65
137438953822|65
824633721184|65
1030792151393|65
354|65
1030792151395|65
1030792151396|65
481036337509|65
343597384038|65
481036337511|65
274877907304|65
962072674665|65
68719477098|65
137438953835|65
549755814252|65
274877907309|65
481036337518|65
618475290991|65
343597384048|65
206158430577|65
137438953843|65
618475290996|65
962072674677|65
68719477110|2199023255981
68719477111|2199023256530
343597384057|2199023256530
549755814267|2199023256530
206158430588|2199023256530
137438953853|2199023256530
137438953854|2199023256530
1030792151423|2199023256530
68719477120|2199023256530
824633721217|2199023256530
687194767746|2199023256530
618475291011|2199023256530
893353197956|2199023256530
481036337541|2199023256530
343597384070|2199023256530
962072674695|2199023256530
962072674697|2199023256530
68719477130|2199023256530
412316860811|2199023256530
687194767756|2199023256530
893353197965|2199023256530
206158430606|2199023256530
755914244495|2199023256530
137438953872|2199023256530
274877907345|2199023256530
824633721234|2199023256530
1030792151443|2199023256530
549755814292|2199023256530
1030792151445|2199023256530
481036337558|2199023256530
687194767767|2199023256530
687194767768|2199023256530
137438953881|4398046511535
481036337562|15393162789569
549755814299|17592186044824
893353197980|17592186044824
824633721245|17592186044824
962072674718|17592186044824
824633721247|17592186044824
962072674721|17592186044824
893353197986|17592186044824
962072674724|17592186044824
962072674725|17592186044824
687194767783|17592186044824
755914244520|17592186044824
618475291049|17592186044824
618475291050|17592186044824
893353197995|17592186044824
893353197996|17592186044824
893353197997|17592186044824
1030792151470|17592186044824
549755814320|17592186044824
618475291057|19791209300474
618475291058|19791209300739
687194767795|21990232556180
893353198004|28587302322281
893353198005|28587302322755
1030792151478|28587302322755
1030792151480|28587302322755
962072674745|28587302322755
962072674748|28587302322755
1030792151485|28587302322755
1030792151486|32985348833679
1030792151487|32985348833686
1099511628225|32985348833686
1030792151491|32985348833686
274877907398|8796093022290
481036337607|15393162789560
549755814344|15393162789560
1030792151499|15393162789560
618475291084|15393162789560
824633721293|15393162789560
618475291087|15393162789560
687194767824|15393162789560
1030792151505|15393162789560
962072674771|15393162789560
549755814356|15393162789560
893353198038|15393162789560
549755814359|15393162789560
893353198040|15393162789560
962072674777|15393162789560
481036337627|15393162789560
962072674780|15393162789560
549755814366|17592186044532
824633721311|17592186044532
824633721312|17592186044532
618475291105|17592186044532
824633721314|17592186044532
687194767843|17592186044532
824633721316|17592186044532
618475291110|17592186044532
755914244583|17592186044532
687194767849|17592186044532
687194767850|17592186044532
824633721323|17592186044532
824633721325|17592186044532
687194767854|17592186044532
1030792151536|17592186044532
549755814385|17592186044568
618475291122|19791209300796
824633721331|26388279067039
68719477238|2199023255747
137438953975|2199023255747
824633721337|2199023255747
481036337658|2199023255747
274877907451|2199023255747
206158430716|2199023255747
481036337661|2199023255747
962072674814|2199023255747
137438953983|2199023255747
687194767872|2199023255747
549755814401|2199023255747
274877907458|2199023255747
824633721347|2199023255747
618475291140|2199023255747
68719477253|2199023255747
343597384198|2199023255747
343597384199|2199023255747
962072674824|2199023255747
824633721353|2199023255747
137438953994|2199023255747
137438953995|2199023255747
687194767884|2199023255747
549755814413|2199023255747
137438953998|2199023255747
274877907471|2199023255747
618475291152|2199023255747
343597384209|2199023255747
1030792151570|2199023255747
824633721363|2199023255747
343597384212|2199023255747
962072674837|2199023255747
274877907478|2199023255747
412316860951|13194139533648
412316860952|13194139533912
481036337689|15393162789226
549755814426|17592186045370
687194767899|17592186045370
687194767900|17592186045370
755914244638|17592186045370
755914244639|17592186045370
755914244641|17592186045370
755914244642|17592186045370
549755814435|17592186045370
893353198116|17592186045370
755914244645|17592186045370
618475291174|17592186045370
893353198121|17592186045370
755914244650|17592186045370
1030792151595|17592186045370
893353198124|17592186045370
1030792151597|17592186045370
893353198127|28587302322718
962072674865|28587302322718
1030792151602|28587302322718
1030792151604|28587302322718
1030792151605|28587302322718
962072674872|30786325578724
68719477307|2199023256405
343597384252|10995116278292
962072674877|10995116278292
481036337726|10995116278292
962072674879|10995116278292
549755814464|10995116278292
687194767937|10995116278292
893353198146|10995116278292
549755814467|10995116278292
687194767940|10995116278292
618475291206|10995116278292
755914244680|10995116278292
755914244681|10995116278292
893353198154|10995116278292
755914244683|10995116278292
549755814476|10995116278292
